stage,folder,type,current_name,new_name,note
2 materials,Content/Oxi/Environment,Material,EnvironmentTransparent_M,M_EnvironmentTransparent,
2 materials,Content/Oxi/Environment,Material,Environment_M,M_Environment,
2 materials,Content/Oxi/Environment/Blockout,Material,BlockOut_Mat,M_BlockOut,
2 materials,Content/Oxi/Environment/Blockout,Material,CubeMaterial,M_CubeMaterial,
2 materials,Content/Oxi/Environment/Blockout,MaterialInstanceConstant,DarkDarkGray_Mat,MI_DarkDarkGray_Mat,
2 materials,Content/Oxi/Environment/Blockout,Material,InvisibleMaterial,M_InvisibleMaterial,
2 materials,Content/Oxi/Environment/Blockout,Material,SwitchOff_Mat,M_SwitchOff,
2 materials,Content/Oxi/Environment/Blockout,Material,SwitchOn_Mat,M_SwitchOn,
2 materials,Content/Oxi/Environment/Blockout/Subway,Material,Environment_Mat,M_Environment,
2 materials,Content/Oxi/Environment/Blockout/Subway,MaterialInstanceConstant,RedLine_TunnelLightBulb_MI,MI_RedLine_TunnelLightBulb,
2 materials,Content/Oxi/Environment/Destructibles/Barrels,MaterialInstanceConstant,DestructibleBarrelDamaged_1_MI,MI_DestructibleBarrelDamaged_1,
2 materials,Content/Oxi/Environment/Destructibles/Barrels,MaterialInstanceConstant,DestructibleBarrel_1_MI,MI_DestructibleBarrel_1,
2 materials,Content/Oxi/Environment/Destructibles/Barrels,Material,DestructibleBarrel_M,M_DestructibleBarrel,
2 materials,Content/Oxi/Environment/Destructibles/Crates/Crate1,Material,Crate1_TexColor_Mat,M_Crate1_TexColor,
2 materials,Content/Oxi/Environment/Destructibles/Crates/Crate1,MaterialInstanceConstant,Crate1_TexColor_Mat_Inst,MI_Crate1_TexColor_Mat,
2 materials,Content/Oxi/Environment/Destructibles/Pillars/Subway,MaterialInstanceConstant,ConcreteInterior_MI,MI_ConcreteInterior,
2 materials,Content/Oxi/Environment/Destructibles/Pillars/Subway,MaterialInstanceConstant,PillarSmoke2_MI,MI_PillarSmoke2,
2 materials,Content/Oxi/Environment/Destructibles/Pillars/Subway,MaterialInstanceConstant,PillarSmoke_MI,MI_PillarSmoke,
2 materials,Content/Oxi/Environment/Destructibles/Pillars/Subway,MaterialInstanceConstant,SubwayPillar1_MI,MI_SubwayPillar1,
2 materials,Content/Oxi/Environment/Destructibles/Pillars/Subway,MaterialInstanceConstant,SubwayPillar1_Skel_MI,MI_SubwayPillar1_Skel,
2 materials,Content/Oxi/Environment/Interactables,MaterialInstanceConstant,Arcade1Console_MI,MI_Arcade1Console,
2 materials,Content/Oxi/Environment/Interactables,MaterialInstanceConstant,Arcade1Front_MI,MI_Arcade1Front,
2 materials,Content/Oxi/Environment/Interactables,MaterialInstanceConstant,Arcade1Sides_MI,MI_Arcade1Sides,
2 materials,Content/Oxi/Environment/Interactables,MaterialInstanceConstant,Arcade_Console1_CoinBox_MI,MI_Arcade_Console1_CoinBox,
2 materials,Content/Oxi/Environment/MassAve/Buildings,MaterialInstanceConstant,MassAve_CornerStore_M_Inst,MI_MassAve_CornerStore,
2 materials,Content/Oxi/Environment/MassAve/Buildings,MaterialInstanceConstant,MassAve_House2_M_Inst,MI_MassAve_House2,
2 materials,Content/Oxi/Environment/MassAve/Buildings,MaterialInstanceConstant,MassAve_House3_M_Inst,MI_MassAve_House3,
2 materials,Content/Oxi/Environment/MassAve/Buildings,MaterialInstanceConstant,MassAve_House_1_M_Inst,MI_MassAve_House_1,
2 materials,Content/Oxi/Environment/MassAve/Cars,MaterialInstanceConstant,PinkyMobile_MI,MI_PinkyMobile,
2 materials,Content/Oxi/Environment/MassAve/Cars,MaterialInstanceConstant,PinkyMobile_MI1,MI_PinkyMobile_MI1,
2 materials,Content/Oxi/Environment/MassAve/Decals,Material,FreePaletineSticker_Mat,M_FreePaletineSticker,
2 materials,Content/Oxi/Environment/MassAve/Pavement,Material,MassAve_Road_1_Albedo_Mat,M_MassAve_Road_1_Albedo,
2 materials,Content/Oxi/Environment/MassAve/Pavement,MaterialInstanceConstant,MassAve_Road_1_M_Inst,MI_MassAve_Road_1,
2 materials,Content/Oxi/Environment/MassAve/TrafficSigns,MaterialInstanceConstant,TrafficLightPost_1_M_Inst,MI_TrafficLightPost_1,
2 materials,Content/Oxi/Environment/Props,MaterialInstanceConstant,CashStack_M_Inst,MI_CashStack,
2 materials,Content/Oxi/Environment/Props,MaterialInstanceConstant,Radio_M_inst,MI_Radio,
2 materials,Content/Oxi/Environment/Subway,Material,PopcornCeiling1_MI,M_PopcornCeiling1_MI,
2 materials,Content/Oxi/Environment/Subway/FX,MaterialInstanceConstant,Spark_MI,MI_Spark,
2 materials,Content/Oxi/Environment/Subway/FloorsWalls/Materials,MaterialInstanceConstant,PopcornCeiling1_MI,MI_PopcornCeiling1,
2 materials,Content/Oxi/Environment/Subway/FloorsWalls/Materials,MaterialInstanceConstant,RubberFloor1_MI,MI_RubberFloor1,
2 materials,Content/Oxi/Environment/Subway/FloorsWalls/Materials,MaterialInstanceConstant,TiledWall1_MI,MI_TiledWall1,
2 materials,Content/Oxi/Environment/Subway/Props,MaterialInstanceConstant,BluefinArrivalSign_Mat_Inst,MI_BluefinArrivalSign_Mat,
2 materials,Content/Oxi/Environment/Subway/Props,MaterialInstanceConstant,ConnollyArrivalSign_Mat_Inst,MI_ConnollyArrivalSign_Mat,
2 materials,Content/Oxi/Environment/Subway/Props,MaterialInstanceConstant,TicketMachine_1_MatInst,MI_TicketMachine_1,
2 materials,Content/Oxi/Environment/Subway/Props,MaterialInstanceConstant,TrainTracks_1_MatInst,MI_TrainTracks_1,
2 materials,Content/Oxi/Environment/Subway/Props,MaterialInstanceConstant,Turnstile_1_MatInst,MI_Turnstile_1,
2 materials,Content/Oxi/Environment/Subway/Props,MaterialInstanceConstant,Turnstile_GreenLaser_Mat_Inst,MI_Turnstile_GreenLaser_Mat,
2 materials,Content/Oxi/Environment/Subway/Props,MaterialFunction,Turnstile_LaserParticulate_MF,MF_Turnstile_LaserParticulate,
2 materials,Content/Oxi/Environment/Subway/Props,Material,Turnstile_Laser_Mat,M_Turnstile_Laser,
2 materials,Content/Oxi/Environment/Subway/Props,MaterialInstanceConstant,Turnstile_RedLaser_Mat_Inst,MI_Turnstile_RedLaser_Mat,
2 materials,Content/Oxi/Environment/Subway/Props/ElecticalBoxes,MaterialInstanceConstant,ElectricalBox_1_MatInst,MI_ElectricalBox_1,
2 materials,Content/Oxi/Environment/Subway/Props/ElecticalBoxes,MaterialInstanceConstant,ElectricalBox_2_MatInst,MI_ElectricalBox_2,
2 materials,Content/Oxi/Environment/Subway/Props/ElecticalBoxes,MaterialInstanceConstant,ElectricalBox_3_MatInst,MI_ElectricalBox_3,
2 materials,Content/Oxi/Environment/Subway/Props/ElecticalBoxes,MaterialInstanceConstant,ElectricalBox_3_VariantLight_MatInst,MI_ElectricalBox_3_VariantLight,
2 materials,Content/Oxi/Environment/Subway/Props/Lights,MaterialInstanceConstant,FlourescentBulb_MI,MI_FlourescentBulb,
2 materials,Content/Oxi/Environment/Subway/Props/Lights,MaterialInstanceConstant,FlourescentLight1_MI,MI_FlourescentLight1,
2 materials,Content/Oxi/Environment/Subway/Props/Lights,MaterialInstanceConstant,PlatformLight_1_MI,MI_PlatformLight_1,
2 materials,Content/Oxi/Environment/Subway/Props/Pipes,MaterialInstanceConstant,Pipe_1_Clamp_MatInst,MI_Pipe_1_Clamp,
2 materials,Content/Oxi/Environment/Subway/Props/Pipes,MaterialInstanceConstant,Pipe_1_MatInst,MI_Pipe_1,
2 materials,Content/Oxi/Environment/Subway/Props/Signs,MaterialInstanceConstant,DangerSign_Mati,MI_DangerSign,
2 materials,Content/Oxi/Environment/Subway/Props/Signs,Material,SubwaySign_Mat,M_SubwaySign,
2 materials,Content/Oxi/Environment/Subway/Props/Signs,MaterialInstanceConstant,ToBluiefinSign_Mat_Inst,MI_ToBluiefinSign_Mat,
2 materials,Content/Oxi/Environment/Subway/Props/Signs,MaterialInstanceConstant,TrapeloSign_Mat_Inst,MI_TrapeloSign_Mat,
2 materials,Content/Oxi/Environment/Subway/Props/Signs,MaterialInstanceConstant,TrapeloStationSign_MI,MI_TrapeloStationSign,
2 materials,Content/Oxi/Environment/Subway/Props/Wires,MaterialInstanceConstant,HangingWires_MatI,MI_HangingWires,
2 materials,Content/Oxi/Environment/Subway/Skyline,MaterialInstanceConstant,CitySmoke_Mat_Inst,MI_CitySmoke_Mat,
2 materials,Content/Oxi/Environment/Subway/Skyline,MaterialInstanceConstant,Fire,MI_Fire,
2 materials,Content/Oxi/Environment/Subway/Skyline,Material,Material,M_Material,
2 materials,Content/Oxi/Environment/Subway/Skyline,MaterialInstanceConstant,SkylineBuilding_Mat_Inst,MI_SkylineBuilding_Mat,
2 materials,Content/Oxi/Environment/Subway/Skyline,Material,SkylineWater_Mat,M_SkylineWater,
2 materials,Content/Oxi/Environment/Subway/Skyline,MaterialInstanceConstant,SkylineWater_Mat_Inst,MI_SkylineWater_Mat,
2 materials,Content/Oxi/Environment/Subway/Skyline,MaterialInstanceConstant,Skyline_Ground_Mat_Inst,MI_Skyline_Ground_Mat,
2 materials,Content/Oxi/Environment/Subway/Structures/Entry,MaterialInstanceConstant,Entry_PlatformStairsWalls,MI_Entry_PlatformStairsWalls,
2 materials,Content/Oxi/Environment/Subway/Structures/Entry,MaterialInstanceConstant,Entry_PlatformStairs_MatInst,MI_Entry_PlatformStairs,
2 materials,Content/Oxi/Environment/Subway/Structures/Entry,MaterialInstanceConstant,Entry_StairDoorWindow_MatInst,MI_Entry_StairDoorWindow,
2 materials,Content/Oxi/Environment/Subway/Structures/Entry,MaterialInstanceConstant,Entry_StairsDoor_MatInst,MI_Entry_StairsDoor,
2 materials,Content/Oxi/Environment/Subway/Structures/Entry,MaterialInstanceConstant,Entry_Stairs_MatInst,MI_Entry_Stairs,
2 materials,Content/Oxi/Environment/Subway/Structures/Entry,MaterialInstanceConstant,Entry_Stairs_Wall_MatInst,MI_Entry_Stairs_Wall,
2 materials,Content/Oxi/Environment/Subway/Structures/Entry,MaterialInstanceConstant,WallGlowLight_MatInst,MI_WallGlowLight,
2 materials,Content/Oxi/Environment/Subway/Structures/Entry/EntryRoom,MaterialInstanceConstant,EntryRoom_FloorCeiling_MatInst,MI_EntryRoom_FloorCeiling,
2 materials,Content/Oxi/Environment/Subway/Structures/Entry/EntryRoom,MaterialInstanceConstant,EntryRoom_Walls_MatInst,MI_EntryRoom_Walls,
2 materials,Content/Oxi/Environment/Subway/Structures/Platform,MaterialInstanceConstant,Platform_Tunnel_Ceiling_Mati,MI_Platform_Tunnel_Ceiling,
2 materials,Content/Oxi/Environment/Subway/Structures/Platform,MaterialInstanceConstant,Platform_Tunnel_MI,MI_Platform_Tunnel,
2 materials,Content/Oxi/Environment/Subway/Structures/Platform,MaterialInstanceConstant,Platform_Tunnel_StairGap_Mati,MI_Platform_Tunnel_StairGap,
2 materials,Content/Oxi/Environment/Subway/Structures/Platform,MaterialInstanceConstant,Platform_Walkway_Mati,MI_Platform_Walkway,
2 materials,Content/Oxi/Environment/Subway/Structures/Platform,Material,Tunnel,M_Tunnel,
2 materials,Content/Oxi/Environment/Subway/Trains/Materials,MaterialInstanceConstant,RedLineTrain_Exterior_M_Inst,MI_RedLineTrain_Exterior,
2 materials,Content/Oxi/Environment/Subway/Trains/Materials,MaterialInstanceConstant,RedLineTrain_Wheels_M_Inst,MI_RedLineTrain_Wheels,
2 materials,Content/Oxi/Environment/Subway/Trains/Materials,MaterialInstanceConstant,RedLineTrain_Window_M_Inst,MI_RedLineTrain_Window,
2 materials,Content/Oxi/Environment/Subway/Trains/Materials,Material,TrainWindows_Mat,M_TrainWindows,
2 materials,Content/Oxi/Gameplay/CameraModifiers,Material,ADS_DOF,M_ADS_DOF,
2 materials,Content/Oxi/Gameplay/MiniGames/FlippinBirds,Material,WidgetWeb_M,M_WidgetWeb,
2 materials,Content/Oxi/Gameplay/MiniGames/FlippinBirds,MaterialInstanceConstant,WidgetWeb_M_Inst,MI_WidgetWeb,
2 materials,Content/Oxi/Media/Ads,MaterialInstanceConstant,BostonDisplay_MI,MI_BostonDisplay,
2 materials,Content/Oxi/Media/Ads,MaterialInstanceConstant,BrainAdPride_MI1,MI_BrainAdPride_MI1,
2 materials,Content/Oxi/Media/Ads,MaterialInstanceConstant,BrainAd_MI,MI_BrainAd,
2 materials,Content/Oxi/Media/Ads,MaterialInstanceConstant,ELPDIsplay_MI,MI_ELPDIsplay,
2 materials,Content/Oxi/Media/Ads,MaterialInstanceConstant,FlippinBirdsDisplay_MI,MI_FlippinBirdsDisplay,
2 materials,Content/Oxi/Media/Ads,MaterialInstanceConstant,JizzoDisplay_MI,MI_JizzoDisplay,
2 materials,Content/Oxi/Media/Ads,MaterialInstanceConstant,SheepAndFoxShowDisplay_MI,MI_SheepAndFoxShowDisplay,
2 materials,Content/Oxi/Media/Ads,MaterialInstanceConstant,SnakyIODisplay_MatInst,MI_SnakyIODisplay,
2 materials,Content/Oxi/Media/Ads,Material,TVDIsplay_Mat,M_TVDIsplay,
2 materials,Content/Oxi/Media/Ads,MaterialInstanceConstant,TVDisplay_MI,MI_TVDisplay,
2 materials,Content/Oxi/Media/Ads,MaterialInstanceConstant,TVDisplay_Panels_MI,MI_TVDisplay_Panels,
2 materials,Content/Oxi/Media/Ads,MaterialInstanceConstant,TVGlass_MI,MI_TVGlass,
2 materials,Content/Oxi/Media/Ads,Material,Title_Mat,M_Title,
2 materials,Content/Oxi/Media/Ads/Materials,Material,TVDisplayBase_Mat,M_TVDisplayBase,
2 materials,Content/Oxi/Media/GetTheBag,MaterialInstanceConstant,IcePick_BodyOutline_MatInst,MI_IcePick_BodyOutline,
2 materials,Content/Oxi/Media/GetTheBag,MaterialInstanceConstant,IcePick_Body_MatInst,MI_IcePick_Body,
2 materials,Content/Oxi/Media/GetTheBag,MaterialInstanceConstant,IcePick_Eye_MatInst,MI_IcePick_Eye,
2 materials,Content/Oxi/Media/GetTheBag,MaterialInstanceConstant,IcePick_FaceOutline_MatInst,MI_IcePick_FaceOutline,
2 materials,Content/Oxi/Media/GetTheBag,MaterialInstanceConstant,IcePick_Face_MatInst,MI_IcePick_Face,
2 materials,Content/Oxi/Media/GetTheBag,MaterialInstanceConstant,IcePick_Jewelry_MatInst,MI_IcePick_Jewelry,
2 materials,Content/Oxi/Media/GetTheBag,MaterialInstanceConstant,IcePick_Shades_MatInst,MI_IcePick_Shades,
2 materials,Content/Oxi/Media/Videos,Material,Base_Media_Mat,M_Base_Media,
2 materials,Content/Oxi/Media/Videos/TheSheepAndFoxArcade,MaterialInstanceConstant,SheepAndFoxArcade,MI_SheepAndFoxArcade,
2 materials,Content/Oxi/UI/Font,Material,DebugFontMaterial,M_DebugFontMaterial,
2 materials,Content/Oxi/UI/Font,Material,OxiTextMaterial,M_OxiTextMaterial,
2 materials,Content/Oxi/UI/HUD/BaseMaterials,Material,BaseHUD_Mat,M_BaseHUD,
2 materials,Content/Oxi/UI/HUD/BaseMaterials,MaterialInstanceConstant,BaseHUD_MatInst,MI_BaseHUD,
2 materials,Content/Oxi/UI/HUD/BaseMaterials,MaterialFunction,IconGradient_MF,MF_IconGradient,
2 materials,Content/Oxi/UI/HUD/BaseMaterials,MaterialFunction,LinearGradient_MF,MF_LinearGradient,
2 materials,Content/Oxi/UI/HUD/Health,MaterialInstanceConstant,Health_Icon_MatInst,MI_Health_Icon,
2 materials,Content/Oxi/UI/HUD/Health,MaterialInstanceConstant,HeartPulse_MatInst,MI_HeartPulse,
2 materials,Content/Oxi/UI/HUD/Health,MaterialInstanceConstant,Hearts_Circuit_MatInst,MI_Hearts_Circuit,
2 materials,Content/Oxi/UI/HUD/Scopes,MaterialInstanceConstant,PistolProjector_MatInst,MI_PistolProjector,
2 materials,Content/Oxi/UI/HUD/Scopes,MaterialInstanceConstant,PistolScope_MatInst,MI_PistolScope,
2 materials,Content/Oxi/UI/HUD/Scopes,MaterialInstanceConstant,RifleProjector_MatInst,MI_RifleProjector,
2 materials,Content/Oxi/UI/HUD/Scopes,MaterialInstanceConstant,RifleScope_MatInst,MI_RifleScope,
2 materials,Content/Oxi/UI/HUD/Scopes,Material,ScopeProjector_Mat,M_ScopeProjector,
2 materials,Content/Oxi/UI/HUD/Scopes,MaterialInstanceConstant,ShottyProjector_MatInst,MI_ShottyProjector,
2 materials,Content/Oxi/UI/HUD/Scopes,MaterialInstanceConstant,ShottyScope_MatInst,MI_ShottyScope,
2 materials,Content/Oxi/UI/HUD/Weapons,MaterialInstanceConstant,Backplate_MatInst,MI_Backplate,
2 materials,Content/Oxi/UI/HUD/Weapons,MaterialInstanceConstant,Pistol_Icon_MatInst,MI_Pistol_Icon,
2 materials,Content/Oxi/UI/HUD/Weapons,MaterialInstanceConstant,Rifle_Icon_MatInst,MI_Rifle_Icon,
2 materials,Content/Oxi/UI/HUD/Weapons,MaterialInstanceConstant,Shotty_Icon_MatInst,MI_Shotty_Icon,
2 materials,Content/Oxi/VFX,Material,AdditiveGlow_M,M_AdditiveGlow,
2 materials,Content/Oxi/VFX,MaterialInstanceConstant,DistortedGlow_MI,MI_DistortedGlow,
2 materials,Content/Oxi/VFX,MaterialInstanceConstant,Glow_MI,MI_Glow,
2 materials,Content/Oxi/VFX,Material,ParticleMeshDissolve_M,M_ParticleMeshDissolve,
2 materials,Content/Oxi/VFX,MaterialInstanceConstant,ParticleMeshDissolve_MI,MI_ParticleMeshDissolve,
2 materials,Content/Oxi/VFX/Blueprints,MaterialInstanceConstant,BloodGib_MI,MI_BloodGib,
2 materials,Content/Oxi/VFX/Blueprints,Material,BloodSplatter_M,M_BloodSplatter,
2 materials,Content/Oxi/VFX/Blueprints,MaterialInstanceConstant,BloodSplatter_MI,MI_BloodSplatter,
2 materials,Content/Oxi/VFX/Blueprints,MaterialInstanceConstant,GibCap_MI,MI_GibCap,
2 materials,Content/Oxi/VFX/Blueprints,Material,MuzzleFlash_M,M_MuzzleFlash,
2 materials,Content/Oxi/VFX/Blueprints,MaterialInstanceConstant,MuzzleFlash_MI,MI_MuzzleFlash,
2 materials,Content/Oxi/VFX/Blueprints,MaterialInstanceConstant,MuzzleGlow_2_MatInst,MI_MuzzleGlow_2,
2 materials,Content/Oxi/VFX/Blueprints,MaterialInstanceConstant,MuzzleGlow_MI,MI_MuzzleGlow,
2 materials,Content/Oxi/VFX/Impact/Parallax,Material,steep_parallax,M_steep_parallax,
2 materials,Content/Oxi/VFX/New,MaterialInstanceConstant,BaseBloodImpact_MI,MI_BaseBloodImpact,
2 materials,Content/Oxi/VFX/New,MaterialInstanceConstant,BaseCurrent_MI,MI_BaseCurrent,
2 materials,Content/Oxi/VFX/New,Material,BaseParticle_Mat,M_BaseParticle,
2 materials,Content/Oxi/VFX/New,MaterialInstanceConstant,BaseSpark_MI,MI_BaseSpark,
2 materials,Content/Oxi/VFX/PostProcess,Material,PlayerStatus_PP_Mat,M_PlayerStatus_PP,
2 materials,Content/Oxi/VFX/PostProcess,MaterialInstanceConstant,PlayerStatus_PP_MatInst,MI_PlayerStatus_PP,
2 materials,Content/Oxi/VFX/PostProcess,MaterialParameterCollection,Teleporation_Collection,MPC_Teleporation_Collection,
2 materials,Content/Oxi/VFX/PostProcess,Material,Teleporation_PP,M_Teleporation_PP,
2 materials,Content/Oxi/VFX/PostProcess,MaterialFunction,UVOffset_MF,MF_UVOffset,
2 materials,Content/Oxi/VFX/Ribbons,MaterialInstanceConstant,SmokeRibbon1_MI,MI_SmokeRibbon1,
2 materials,Content/Oxi/VFX/Ribbons,Material,SmokeRibbon_M,M_SmokeRibbon,
2 materials,Content/Oxi/VFX/Smoke,Material,BaseSmoke_Mat,M_BaseSmoke,
2 materials,Content/Oxi/VFX/Splatters,MaterialInstanceConstant,BloodSplat1_MI,MI_BloodSplat1,
2 materials,Content/Oxi/VFX/Splatters,MaterialInstanceConstant,BloodSplat2_MI,MI_BloodSplat2,
2 materials,Content/Oxi/VFX/Splatters,Material,Splatter_Mat,M_Splatter,
2 materials,Content/Oxi/Vehicles/ElpWhip,MaterialInstanceConstant,ElipWhip_Mati,MI_ElipWhip,
2 materials,Content/Oxi/Weapons,Material,Master_Weapon_Mat,M_Master_Weapon,
2 materials,Content/Oxi/Weapons,MaterialInstanceConstant,WeaponOutline_MI,MI_WeaponOutline,
2 materials,Content/Oxi/Weapons/EL_Pistol/HUD,MaterialInstanceConstant,Pistol_CrosshairCenter_MatInst,MI_Pistol_CrosshairCenter,
2 materials,Content/Oxi/Weapons/EL_Pistol/HUD,MaterialInstanceConstant,Pistol_CrosshairCorner_MatInst,MI_Pistol_CrosshairCorner,
2 materials,Content/Oxi/Weapons/EL_Pistol/Materials,MaterialInstanceConstant,ELPistolShell_MI,MI_ELPistolShell,
2 materials,Content/Oxi/Weapons/EL_Pistol/Materials,MaterialInstanceConstant,ELPistol_MI,MI_ELPistol,
2 materials,Content/Oxi/Weapons/EL_Pistol/Materials,MaterialInstanceConstant,ELPistol_Outline_MI,MI_ELPistol_Outline,
2 materials,Content/Oxi/Weapons/EL_Rifle,MaterialInstanceConstant,ElpRifle_MatInst,MI_ElpRifle,
2 materials,Content/Oxi/Weapons/EL_Rifle,MaterialInstanceConstant,ElpRifle_Outline_MatInst,MI_ElpRifle_Outline,
2 materials,Content/Oxi/Weapons/EL_Shotty/Materials,MaterialInstanceConstant,DblShotty_MI,MI_DblShotty,
2 materials,Content/Oxi/Weapons/EL_Shotty/Materials,MaterialInstanceConstant,DblShotty_Outline_Material,MI_DblShotty_Outline_Material,
2 materials,Content/Oxi/Weapons/ElpKnife/Materials,MaterialInstanceConstant,ElpKnife_Mati,MI_ElpKnife,
2 materials,Content/Oxi/Weapons/FX,MaterialInstanceConstant,BaseBulletTracer_MI,MI_BaseBulletTracer,
2 materials,Content/Oxi/Weapons/FX,Material,BulletTracer_Mat,M_BulletTracer,
3 meshes/sounds/misc,Content/Oxi/Characters/HiddenHand/Chironex/Meshes,SkeletalMesh,Sentry,SK_Sentry,
3 meshes/sounds/misc,Content/Oxi/Characters/HiddenHand/Chironex/Meshes/Gibs,SkeletalMesh,ChironexAGib2_SK,SK_ChironexAGib2,
3 meshes/sounds/misc,Content/Oxi/Characters/HiddenHand/Chironex/Meshes/Gibs,SkeletalMesh,ChrinoxexAGibs1_SK,SK_ChrinoxexAGibs1,
3 meshes/sounds/misc,Content/Oxi/Characters/HiddenHand/Chironex/Sounds,SoundWave,SentryPop1,S_SentryPop1,
3 meshes/sounds/misc,Content/Oxi/Characters/HiddenHand/Chironex/VFX,ParticleSystem,ChironexBloodDrip_FX,PS_ChironexBloodDrip,
3 meshes/sounds/misc,Content/Oxi/Characters/HiddenHand/Chironex/VFX,ParticleSystem,ChironexBloodSpray_FX,PS_ChironexBloodSpray,
3 meshes/sounds/misc,Content/Oxi/Characters/HiddenHand/Chironex/VFX,ParticleSystem,ChironexDeathSmoke,PS_ChironexDeathSmoke,
3 meshes/sounds/misc,Content/Oxi/Characters/HiddenHand/Chironex/VFX,ParticleSystem,ChironexGibExplosion_FX,PS_ChironexGibExplosion,
3 meshes/sounds/misc,Content/Oxi/Characters/HiddenHand/Chironex/VFX,ParticleSystem,ChironexTentacleImpact_FX,PS_ChironexTentacleImpact,
3 meshes/sounds/misc,Content/Oxi/Characters/HiddenHand/Chironex/VFX,ParticleSystem,ChironexTentacleSpray_FX,PS_ChironexTentacleSpray,
3 meshes/sounds/misc,Content/Oxi/Characters/HiddenHand/Soldier1/Blueprints,UserDefinedEnum,HH_Soldier_AnimState,EHH_Soldier_AnimState,
3 meshes/sounds/misc,Content/Oxi/Characters/HiddenHand/Soldier1/Blueprints,UserDefinedEnum,SquadMemberAttackResults,ESquadMemberAttackResults,
3 meshes/sounds/misc,Content/Oxi/Characters/HiddenHand/Soldier1/Meshes,SkeletalMesh,HH_Soldier1_Base,SK_HH_Soldier1_Base,
3 meshes/sounds/misc,Content/Oxi/Characters/HiddenHand/Soldier1/Meshes,StaticMesh,HH_Soldier_RArmGib,SM_HH_Soldier_RArmGib,
3 meshes/sounds/misc,Content/Oxi/Characters/HiddenHand/Soldier1/Meshes,StaticMesh,HH_Soldier_RLegGib,SM_HH_Soldier_RLegGib,
3 meshes/sounds/misc,Content/Oxi/Characters/HiddenHand/Soldier1/Meshes/Gibs,SkeletalMesh,HH_Soldier_Head_GibCap,SK_HH_Soldier_Head_GibCap,
3 meshes/sounds/misc,Content/Oxi/Characters/HiddenHand/Soldier1/Meshes/Gibs,SkeletalMesh,HH_Soldier_LArm_GibCap,SK_HH_Soldier_LArm_GibCap,
3 meshes/sounds/misc,Content/Oxi/Characters/HiddenHand/Soldier1/Meshes/Gibs,SkeletalMesh,HH_Soldier_LLeg_GibCap,SK_HH_Soldier_LLeg_GibCap,
3 meshes/sounds/misc,Content/Oxi/Characters/HiddenHand/Soldier1/Meshes/Gibs,SkeletalMesh,HH_Soldier_RArm_GibCap,SK_HH_Soldier_RArm_GibCap,
3 meshes/sounds/misc,Content/Oxi/Characters/HiddenHand/Soldier1/Meshes/Gibs,SkeletalMesh,HH_Soldier_RLeg_GibCap,SK_HH_Soldier_RLeg_GibCap,
3 meshes/sounds/misc,Content/Oxi/Characters/Human/IcePickBase/Base,SkeletalMesh,IcePickBase,SK_IcePickBase,
3 meshes/sounds/misc,Content/Oxi/Characters/Human/IcePickBase/FirstPerson,SkeletalMesh,IcePickBody,SK_IcePickBody,
3 meshes/sounds/misc,Content/Oxi/Characters/Human/IcePickBase/FirstPerson,SkeletalMesh,IcePickHands_Mesh,SK_IcePickHands,
3 meshes/sounds/misc,Content/Oxi/Characters/Human/IcePickBase/FirstPerson/NeedleSlam,SkeletalMesh,IcePick_NeedleHands,SK_IcePick_NeedleHands,
3 meshes/sounds/misc,Content/Oxi/Characters/Human/IcePickBase/FirstPerson/NeedleSlam,NiagaraSystem,NeedleSpray_Fx,NS_NeedleSpray,
3 meshes/sounds/misc,Content/Oxi/Characters/NPCs,UserDefinedStruct,ChatInfo,FChatInfo,
3 meshes/sounds/misc,Content/Oxi/Characters/NPCs,SoundAttenuation,PrisonerAttenuation,ATT_PrisonerAttenuation,
3 meshes/sounds/misc,Content/Oxi/Characters/NPCs,UserDefinedEnum,PrisonerState,EPrisonerState,
3 meshes/sounds/misc,Content/Oxi/Characters/NPCs,SoundAttenuation,TVAttenuation,ATT_TVAttenuation,
3 meshes/sounds/misc,Content/Oxi/Characters/NPCs/Meshes,SkeletalMesh,Prison_Jacket_Mesh,SK_Prison_Jacket,
3 meshes/sounds/misc,Content/Oxi/Characters/NPCs/Meshes,SkeletalMesh,Prison_TankTop_Mesh,SK_Prison_TankTop,
3 meshes/sounds/misc,Content/Oxi/Core/PhysicsMaterials,OxiPhysicalMaterial,Concrete_FullyChippable_PhysMat,PM_Concrete_FullyChippable,
3 meshes/sounds/misc,Content/Oxi/Core/PhysicsMaterials,OxiPhysicalMaterial,Concrete_PerCollisionChippable_PhysMat,PM_Concrete_PerCollisionChippable,
3 meshes/sounds/misc,Content/Oxi/Environment/Blockout,StaticMesh,1M_Cube,SM_1M_Cube,
3 meshes/sounds/misc,Content/Oxi/Environment/Blockout,StaticMesh,1M_Cube_Chamfer,SM_1M_Cube_Chamfer,
3 meshes/sounds/misc,Content/Oxi/Environment/Breach,StaticMesh,Apartment_1,SM_Apartment_1,
3 meshes/sounds/misc,Content/Oxi/Environment/Breach,UserDefinedEnum,DoorState,EDoorState,
3 meshes/sounds/misc,Content/Oxi/Environment/Destructibles/Barrels,StaticMesh,DestructibleBarrel_1,SM_DestructibleBarrel_1,
3 meshes/sounds/misc,Content/Oxi/Environment/Destructibles/Barrels,SkeletalMesh,DestructibleBarrel_Damaged,SK_DestructibleBarrel_Damaged,
